>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=119, Height=74}
>>*DATA*<<
x,y,x (pix)[pix],y (pix)[pix],x (mm)[mm],y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Status
0,0,15.5,15.5,0.108577274659183,0.108577274659183,2.3292236328125,2.25085830688477,0.00244730426013525,0.00236496618263676,0
1,0,31.5,15.5,0.220657035242766,0.108577274659183,2.41549301147461,2.06986618041992,0.00253794708847718,0.00217479861095816,0
2,0,47.5,15.5,0.332736817654222,0.108577274659183,2.65937805175781,2.50992202758789,0.00279419594739316,0.00263716320931628,0
3,0,63.5,15.5,0.444816570961848,0.108577274659183,2.76108551025391,2.92917251586914,0.00290105949323675,0.00307766771544461,0
4,0,79.5,15.5,0.556896324269474,0.108577274659183,2.78643417358398,3.17770385742188,0.00292769321396778,0.00333879842114018,0
5,0,95.5,15.5,0.66897610668093,0.108577274659183,2.38516235351563,3.00638961791992,0.00250607880954078,0.00315879935954354,0
6,0,111.5,15.5,0.781055889092386,0.108577274659183,2.05138969421387,2.90188217163086,0.00215538545424473,0.00304899387976217,0
7,0,127.5,15.5,0.893135613296181,0.108577274659183,1.2478666305542,2.70906925201416,0.00131112756972518,0.00284640625659896,16
8,0,143.5,15.5,1.0052154539153,0.108577274659183,1.31865882873535,2.78202438354492,0.00138550859770053,0.00292305986841998,0
9,0,159.5,15.5,1.11729511991143,0.108577274659183,1.01172637939453,2.48877334594727,0.00106301612412962,0.00261494238949193,0
10,0,175.5,15.5,1.22937490232289,0.108577274659183,0.763801574707031,2.42341232299805,0.000802522703851083,0.00254626787165816,0
11,0,191.5,15.5,1.34145468473434,0.108577274659183,0.670986175537109,2.43781661987305,0.000705002002706373,0.00256140239829178,0
12,0,207.5,15.5,1.4535344671458,0.108577274659183,0.673927307128906,2.26444625854492,0.000708092235766361,0.00237924297921222,0
13,0,223.5,15.5,1.56561424955726,0.108577274659183,0.727432250976563,2.05031585693359,0.000764309627334965,0.00215425717849067,0
14,0,239.5,15.5,1.67769403196871,0.108577274659183,0.680194854736328,1.9594841003418,0.000714677518409111,0.00205882068122559,0
15,0,255.5,15.5,1.78977381438017,0.108577274659183,0.937118530273438,1.95340347290039,0.000984626009749268,0.00205243179471765,0
16,0,271.5,15.5,1.9018534803763,0.108577274659183,1.13467407226563,1.87096786499023,0.00119219668382276,0.00196581709118153,0
17,0,287.5,15.5,2.01393337920308,0.108577274659183,1.44851684570313,1.79039001464844,0.00152194980225512,0.00188115432474038,0
18,0,303.5,15.5,2.12601316161454,0.108577274659183,1.72817993164063,1.6941032409668,0.00181579048460771,0.00177998626680632,0
19,0,319.5,15.5,2.23809294402599,0.108577274659183,1.852294921875,1.45099258422852,0.00194619751812233,0.00152455104902027,0
20,0,335.5,15.5,2.35017249360681,0.108577274659183,2.02218627929688,1.53176498413086,0.00212470156424378,0.001609418227765,0
21,0,351.5,15.5,2.46225227601826,0.108577274659183,2.26552200317383,1.81061935424805,0.00238037325900848,0.00190240919622821,0
22,0,367.5,15.5,2.57433205842972,0.108577274659183,2.2082405090332,1.9561653137207,0.00232018786389981,0.00205533364781159,0
23,0,383.5,15.5,2.68641184084117,0.108577274659183,1.90554046630859,1.70998764038086,0.00200214235995283,0.00179667593018088,0
24,0,399.5,15.5,2.79849162325263,0.108577274659183,1.52686309814453,1.49616241455078,0.00160426783933169,0.00157201077621005,0
25,0,415.5,15.5,2.91057140566409,0.108577274659183,1.78861618041992,1.62412261962891,0.00187929056550186,0.00170645795878364,0
26,0,431.5,15.5,3.02265118807554,0.108577274659183,1.88882446289063,1.76639556884766,0.00198457893418258,0.00185594347396564,0
27,0,447.5,15.5,3.134730970487,0.108577274659183,1.95645904541016,2.03221130371094,0.00205564227030915,0.00213523481000467,0
28,0,463.5,15.5,3.24681075289845,0.108577274659183,2.01177215576172,2.36127853393555,0.00211375949387572,0.00248098419321317,0
