>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=119, Height=74}
>>*DATA*<<
x,y,x (pix)[pix],y (pix)[pix],x (mm)[mm],y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Status
0,0,15.5,15.5,0.108577274659183,0.108577274659183,-0.269695281982422,2.9484748840332,-0.000283367557857459,0.00309794862242714,0
1,0,31.5,15.5,0.220657035242766,0.108577274659183,0.0703239440917969,2.85748291015625,7.38890356172259E-05,0.00300234378561794,0
2,0,47.5,15.5,0.332736817654222,0.108577274659183,0.209712982177734,2.21445465087891,0.00022034443900499,0.00232671703336118,0
3,0,63.5,15.5,0.444816570961848,0.108577274659183,0.272918701171875,2.05419158935547,0.000286754389161856,0.00215832939222471,0
4,0,79.5,15.5,0.556896324269474,0.108577274659183,0.420047760009766,2.06679344177246,0.000441342195764556,0.00217157009898692,0
5,0,95.5,15.5,0.66897610668093,0.108577274659183,0.671199798583984,2.08819007873535,0.00070522645543187,0.00219405144429623,0
6,0,111.5,15.5,0.781055889092386,0.108577274659183,0.946498870849609,2.07572555541992,0.00099448188924928,0.00218095502857183,0
7,0,127.5,15.5,0.893135613296181,0.108577274659183,1.11690139770508,1.88554000854492,0.00117352301867816,0.00198112797352803,0
8,0,143.5,15.5,1.0052154539153,0.108577274659183,1.23629379272461,1.71438598632813,0.00129896804372552,0.00180129725147552,0
9,0,159.5,15.5,1.11729511991143,0.108577274659183,1.27741241455078,1.62958145141602,0.00134217118529959,0.001712193527537,0
10,0,175.5,15.5,1.22937490232289,0.108577274659183,1.46038436889648,1.66977310180664,0.00153441895277343,0.00175442270460579,0
11,0,191.5,15.5,1.34145468473434,0.108577274659183,1.59119033813477,1.51029968261719,0.00167185616629742,0.00158686473693678,0
12,0,207.5,15.5,1.4535344671458,0.108577274659183,1.5173225402832,1.37404251098633,0.00159424362028755,0.0014436999708282,0
13,0,223.5,15.5,1.56561424955726,0.108577274659183,1.54798889160156,1.49269104003906,0.00162646461064973,0.00156836341942069,0
14,0,239.5,15.5,1.67769403196871,0.108577274659183,1.54828643798828,1.32899475097656,0.00162677724123168,0.00139636850233871,0
15,0,255.5,15.5,1.78977381438017,0.108577274659183,1.55104064941406,0.890182495117188,0.00162967107815685,0.000935310539489741,0
16,0,271.5,15.5,1.9018534803763,0.108577274659183,1.79119873046875,0.515621185302734,0.00188200403862976,0.000541760741918827,0
17,0,287.5,15.5,2.01393337920308,0.108577274659183,1.88565444946289,0.290634155273438,0.00198124821605955,0.000305367933040695,0
18,0,303.5,15.5,2.12601316161454,0.108577274659183,2.04401779174805,0.761909484863281,0.00214763983117284,0.000800534693996666,0
19,0,319.5,15.5,2.23809294402599,0.108577274659183,2.39443206787109,1.32356643676758,0.00251581845459366,0.00139066499826042,0
20,0,335.5,15.5,2.35017249360681,0.108577274659183,2.31293487548828,1.73576354980469,0.00243018973981598,0.0018237585563629,0
21,0,351.5,15.5,2.46225227601826,0.108577274659183,2.25326156616211,1.89109420776367,0.00236749127579861,0.00198696374439099,0
22,0,367.5,15.5,2.57433205842972,0.108577274659183,2.14818954467773,2.04685592651367,0.00225709259952843,0.00215062184595446,0
23,0,383.5,15.5,2.68641184084117,0.108577274659183,2.18609619140625,2.07412719726563,0.00229692093405126,0.00217927564121498,0
24,0,399.5,15.5,2.79849162325263,0.108577274659183,2.09492874145508,1.98538970947266,0.00220113172536039,0.00208603958227666,0
25,0,415.5,15.5,2.91057140566409,0.108577274659183,2.24168014526367,2.04134750366211,0.00235532273160909,0.00214483417210411,0
26,0,431.5,15.5,3.02265118807554,0.108577274659183,2.66424560546875,2.35950469970703,0.00279931026306702,0.00247912043397465,0
27,0,447.5,15.5,3.134730970487,0.108577274659183,2.42044830322266,2.90728378295898,0.00254315359009187,0.00305466932724977,0
28,0,463.5,15.5,3.24681075289845,0.108577274659183,2.21339416503906,3.41467666625977,0.00232560278590246,0.00358778463115252,0
29,0,479.5,15.5,3.35889053530991,0.108577274659183,2.2230224609375,3.32740020751953,0.00233571919088742,0.00349608366853324,0
30,0,495.5,15.5,3.47097031772137,0.108577274659183,2.62316513061523,4.22885131835938,0.00275614720233678,0.00444323408929302,0
31,0,511.5,15.5,3.58305010013282,0.108577274659183,2.25595474243164,3.89879989624023,0.00237032098337365,0.00409645062031347,0
32,0,527.5,15.5,3.69512988254428,0.108577274659183,2.24935531616211,4.00272750854492,0.0023633869973895,0.00420564687126849,0
