>>*HEADER*<<
FileID:DSExport.CSV
Version:2
GridSize:{Width=119, Height=74}
>>*DATA*<<
x,y,x (pix)[pix],y (pix)[pix],x (mm)[mm],y (mm)[mm],U pix[pix],V pix[pix],U[m/s],V[m/s],Status
0,0,15.5,15.5,0.108577274659183,0.108577274659183,0.703266143798828,3.6124267578125,0.000738918412762948,0.00379555971752961,0
1,0,31.5,15.5,0.220657035242766,0.108577274659183,0.917581558227539,3.90617179870605,0.000964098605577116,0.00410419624338537,0
2,0,47.5,15.5,0.332736817654222,0.108577274659183,0.952760696411133,3.68936729431152,0.00100106115976546,0.00387640077551071,0
3,0,63.5,15.5,0.444816570961848,0.108577274659183,1.01718521118164,3.23796463012695,0.00106875169288298,0.00340211413015267,0
4,0,79.5,15.5,0.556896324269474,0.108577274659183,1.00904083251953,2.49633407592773,0.00106019443272335,0.00262288641274083,0
5,0,95.5,15.5,0.66897610668093,0.108577274659183,1.14207077026367,2.56591033935547,0.00119996835944315,0.00269598986381881,0
6,0,111.5,15.5,0.781055889092386,0.108577274659183,1.12058639526367,3.01913452148438,0.00117739482819302,0.00317219036947016,0
7,0,127.5,15.5,0.893135613296181,0.108577274659183,0.620613098144531,3.57762145996094,0.000652075248416952,0.00375898995561089,0
8,0,143.5,15.5,1.0052154539153,0.108577274659183,-0.258094787597656,3.90230941772461,-0.000271178973246015,0.00410013805794667,0
9,0,159.5,15.5,1.11729511991143,0.108577274659183,-1.0234375,4.09619903564453,-0.00107532094318819,0.00430385696292724,0
10,0,175.5,15.5,1.22937490232289,0.108577274659183,-1.465087890625,2.84309005737305,-0.00153936092081879,0.00298722128323748,0
11,0,191.5,15.5,1.34145468473434,0.108577274659183,-1.11378860473633,1.65385055541992,-0.0011702524218209,0.00173769296038739,0
12,0,207.5,15.5,1.4535344671458,0.108577274659183,-0.913402557373047,0.844028472900391,-0.000959707749134552,0.000886816726528917,0
13,0,223.5,15.5,1.56561424955726,0.108577274659183,-0.61834716796875,0.640956878662109,-0.000649694446292914,0.000673450362436299,0
14,0,239.5,15.5,1.67769403196871,0.108577274659183,-0.466361999511719,0.476509094238281,-0.000490004348269507,0.000500665852730685,0
15,0,255.5,15.5,1.78977381438017,0.108577274659183,-0.212699890136719,0.453170776367188,-0.000223482769077586,0.000476144392469975,0
16,0,271.5,15.5,1.9018534803763,0.108577274659183,0.148868560791016,0.332340240478516,0.00015641549308176,0.000349188319609892,0
17,0,287.5,15.5,2.01393337920308,0.108577274659183,0.312076568603516,0.124439239501953,0.000327897375362606,0.000130747720687254,0
18,0,303.5,15.5,2.12601316161454,0.108577274659183,0.458858489990234,-0.0265312194824219,0.000482120446286372,-2.78762268900357E-05,0
19,0,319.5,15.5,2.23809294402599,0.108577274659183,0.626640319824219,0.138927459716797,0.000658408021743517,0.000145970425177313,0
20,0,335.5,15.5,2.35017249360681,0.108577274659183,0.806884765625,-0.229259490966797,0.000847790008882867,-0.000240881863388103,0
21,0,351.5,15.5,2.46225227601826,0.108577274659183,0.865791320800781,-0.5194091796875,0.000909682847939076,-0.000545740769712042,0
22,0,367.5,15.5,2.57433205842972,0.108577274659183,0.747032165527344,-0.654850006103516,0.000784903164899451,-0.000688047805762469,0
23,0,383.5,15.5,2.68641184084117,0.108577274659183,0.708267211914063,-0.806934356689453,0.000744173011390243,-0.000847842113979858,0
24,0,399.5,15.5,2.79849162325263,0.108577274659183,0.689792633056641,-0.824558258056641,0.000724761858719008,-0.000866359463833483,0
25,0,415.5,15.5,2.91057140566409,0.108577274659183,0.629261016845703,-0.748561859130859,0.000661161575715257,-0.000786510406737396,0
26,0,431.5,15.5,3.02265118807554,0.108577274659183,0.57208251953125,-0.683742523193359,0.000601084398884956,-0.00071840503688614,0
27,0,447.5,15.5,3.134730970487,0.108577274659183,0.648860931396484,-0.660686492919922,0.000681755113279743,-0.000694180174869838,0
28,0,463.5,15.5,3.24681075289845,0.108577274659183,0.766506195068359,-0.653728485107422,0.000805364435679269,-0.000686869428953602,0
29,0,479.5,15.5,3.35889053530991,0.108577274659183,0.784332275390625,-0.582435607910156,0.000824094214005241,-0.000611962339902865,0
30,0,495.5,15.5,3.47097031772137,0.108577274659183,0.712478637695313,-0.359859466552734,0.00074859793655007,-0.000378102640355358,0
31,0,511.5,15.5,3.58305010013282,0.108577274659183,0.588039398193359,-0.170322418212891,0.000617850215862816,-0.000178956959656823,0
32,0,527.5,15.5,3.69512988254428,0.108577274659183,0.841686248779297,-0.050323486328125,0.000884355762717202,-5.287464919243E-05,0
33,0,543.5,15.5,3.80720966495574,0.108577274659183,1.19034194946289,0.039459228515625,0.00125068665923704,4.14596248670782E-05,0
34,0,559.5,15.5,3.91928944736719,0.108577274659183,1.11581039428711,0.117546081542969,0.00117237670654437,0.000123505112205544,0
35,0,575.5,15.5,4.031368996948,0.108577274659183,1.20940017700195,0.0661964416503906,0.00127071104881901,6.95522883138445E-05,16
36,0,591.5,15.5,4.1434490121901,0.108577274659183,0.911567687988281,0.621974945068359,0.000957779860545895,0.000653506134542005,0
37,0,607.5,15.5,4.25552856177092,0.108577274659183,1.25157165527344,-0.334213256835938,0.00131502042168305,-0.000351156289042387,0
38,0,623.5,15.5,4.36760857701302,0.108577274659183,1.03176879882813,0.0149154663085938,0.00108407459948263,1.56716099410553E-05,0
39,0,639.5,15.5,4.47968812659383,0.108577274659183,1.09434509277344,0.393573760986328,0.00114982321571616,0.00041352609014028,0
40,0,655.5,15.5,4.59176814183593,0.108577274659183,1.33127212524414,0.820404052734375,0.0013987613287159,0.000861994659939415,0
41,0,671.5,15.5,4.70384769141674,0.108577274659183,1.37386322021484,1.35748672485352,0.00144351159086216,0.00142630488460207,0
42,0,687.5,15.5,4.81592724099755,0.108577274659183,1.25460815429688,1.68154144287109,0.00131821085685263,0.00176678764493013,0
